molecule,logp,dataset_type
N#Cc1nc(NC2CCCC2)c(N)c(N2CCOCC2)n1,2.59,train
N#Cc1nc(NC2CCCCC2)c(N)c(N2CCOCC2)n1,2.81,train
N#Cc1nc(NC2CCOC2)c(N)c(N2CCOCC2)n1,1.6,train
N#Cc1nc(Nc2ccccc2)c(N)c(N2CCOCC2)n1,2.72,train
N#Cc1ncc(Cl)nc1C#N,0.95,train
N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F,4.0,train
N#Cc1sc2c(=O)c3ccccc3c(=O)c=2sc1C#N,2.84,train
N#[N+]NC1C(CO)OC(n2cnc3c(=N)[nH]cnc32)C1N=[N+]=N,0.8,train
N#[N+]NC1C(CO)OC(n2cnc3c(=N)[nH]cnc32)C1N[N+]#N,0.8,train
N#[N+]NC1C(CO)OC(n2cnc3c(=N)nc[nH]c32)C1N=[N+]=N,0.8,train
N#[N+]NC1C(CO)OC(n2cnc3c(=N)nc[nH]c32)C1N[N+]#N,0.8,train
N#[N+]NC1C(CO)OC(n2cnc3c(N)ncnc32)C1N=[N+]=N,0.8,train
N#[N+]NC1C(CO)OC(n2cnc3c(N)ncnc32)C1N[N+]#N,0.8,train
N#[N+]NC1C(N=[N+]=N)C(CO)OC1n1cnc2c(=N)[nH]cnc21,0.8,test
N#[N+]NC1C(N=[N+]=N)C(CO)OC1n1cnc2c(=N)nc[nH]c21,0.8,validation
N#[N+]NC1C(N=[N+]=N)C(CO)OC1n1cnc2c(N)ncnc21,0.8,validation
N#[N+]Nc1ccc(C(=O)O)cc1,2.54,train
N#[N+][N-]C1C(CO)OC(n2cnc3c(=N)[nH]cnc32)C1N=[N+]=[N-],0.8,train
N#[N+][N-]C1C(CO)OC(n2cnc3c(N)ncnc32)C1N=[N+]=[N-],0.8,train
N#[N+][N-]C1C(N=[N+]=[N-])C(CO)OC1n1cnc2c(=N)[nH]cnc21,0.8,train
N#[N+][N-]C1C(N=[N+]=[N-])C(CO)OC1n1cnc2c(N)ncnc21,0.8,test
N#[N+][N-]c1ccc(C(=O)O)cc1,2.54,train
N=C(C(C1CCCCC1)C1CCCCC1)C(O)N1CCCC1=C(O)NCc1ccc(=N)[nH]c1,4.61,validation
N=C(C(C1CCCCC1)C1CCCCC1)C(O)N1CCCC1=C(O)NCc1ccc(N)nc1,4.61,test
N=C(C(C1CCCCC1)C1CCCCC1)C(O)N1CCCC1C(=O)NCc1ccc(=N)[nH]c1,4.61,train
N=C(C(C1CCCCC1)C1CCCCC1)C(O)N1CCCC1C(=O)NCc1ccc(N)nc1,4.61,train
N=C(C(C1CCCCC1)C1CCCCC1)C(O)N1CCCC1C(O)=NCc1ccc(=N)[nH]c1,4.61,test
N=C(C(C1CCCCC1)C1CCCCC1)C(O)N1CCCC1C(O)=NCc1ccc(N)nc1,4.61,train
N=C(CCCN)C(O)O,-4.22,train
N=C(CS)NC12CC3CC(CC(C3)C1)C2,0.96,train
N=C(CS)NC1C2CC3CC(C2)CC1C3,0.92,validation
N=C(CS)NCC12CC3CC(CC(C3)C1)C2,1.45,test
N=C(CS)NCC1CCCCCC1,1.14,test
N=C(CS)NCCCC12CC3CC(CC(C3)C1)C2,2.43,train
N=C(CS)NCCCN1CCOCC1,-2.31,train
N=C(CSS(=O)(=O)O)NCCC1CCCCCC1,-0.12,train
N=C(CSS(=O)(=O)O)NCCOCCO,-5.11,test
N=C(CSSCC(=N)NC1CCCCCC1)NC1CCCCCC1,1.63,validation
N=C(CSSCC(=N)NCC1CCCC1)NCC1CCCC1,0.64,test
N=C(CSSCC(=N)NCC1CCCCCC1)NCC1CCCCCC1,2.61,train
N=C(CSSCC(=N)NCC1CCCCCCC1)NCC1CCCCCCC1,3.59,train
N=C(CSSCC(=N)NCCC1CCCCCC1)NCCC1CCCCCC1,3.59,train
N=C(CSSCC(=N)NCCCC1CCCCC1)NCCCC1CCCCC1,3.59,train
N=C(C[C]1C=Nc2cc(F)ccc21)C(O)O,-0.78,train
N=C(Cc1c[nH]c2cc(F)ccc12)C(O)O,-0.78,train
N=C(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1c[nH]c2ccccc12)C(O)O,-0.27,train
N=C(Cc1c[nH]c2ccccc12)C(O)=NC(Cc1c[nH]c2ccccc12)C(O)O,-0.27,train
N=C(Cc1c[nH]c2ccccc12)C(O)N=C(Cc1c[nH]c2ccccc12)C(O)O,-0.27,test
N=C(Cc1c[nH]c2ccccc12)C(O)NC(=Cc1c[nH]c2ccccc12)C(O)O,-0.27,train
N=C(Cc1c[nH]c2ccccc12)C(O)NC(Cc1c[nH]c2ccccc12)=C(O)O,-0.27,train
N=C(Cc1c[nH]c2ccccc12)C(O)NC(Cc1c[nH]c2ccccc12)C(=O)O,-0.27,train
N=C(Cc1c[nH]c2ccccc12)C(O)O,-1.055,train
N=C(Cc1ccc(N(CCCl)CCCl)cc1)C(O)O,-0.52,validation
N=C(Cc1ccc([N+](=O)[O-])cc1)C(O)O,-1.25,train
N=C(Cc1ccccc1)C(O)N1CCCC1=C(O)O,-1.23,test
N=C(Cc1ccccc1)C(O)N1CCCC1C(=O)O,-1.23,train
N=C(N)CCCCCCCC(=N)N,-2.92,train
N=C(N)CCCCCCCCC(=N)N,-2.43,validation
N=C(N)CCCCCCCCCCCCCCC(=N)N,0.52,train
N=C(N)CCCCCCCCCCCCSC(=N)N,2.29,test
N=C(N)CSP(=O)(O)O,-3.42,train
N=C(N)CSS(=O)(=O)O,-4.33,train
N=C(N)CSSCC(=N)N,-4.83,train
N=C(N)Cc1ccc(CCc2ccc(CC(=N)N)cc2)cc1,-0.87,train
N=C(N)N(N)Cl,-4.98,train
N=C(N)N=C(O)Nc1ccc([N+](=O)[O-])c(Cl)c1,1.79,train
N=C(N)N=NCc1ccc(Cl)c([N+](=O)[O-])c1,0.53,train
N=C(N)NC(=N)N,-3.32,train
N=C(N)NC(=N)N1CCOCC1,-3.03,test
N=C(N)NC(=N)NCCc1ccccc1,-0.83,test
N=C(N)NC(=N)NNC(=O)c1ccncc1,-3.03,test
N=C(N)NC(=N)NS(=O)(=O)c1ccc(N)cc1,-2.76,train
N=C(N)NC(=N)Nc1ccc(S(=O)(=O)O)cc1,-2.65,train
N=C(N)NC(=N)Nc1ccc([N+](=O)[O-])cc1,0.32,validation
N=C(N)NC(=N)Nc1ccc2ccccc2c1,1.68,test
N=C(N)NC(=N)Nc1cccc2ccccc12,1.68,train
N=C(N)NC(=N)Nc1ccccc1,0.5,train
N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,1.31,train
N=C(N)NC(=O)NS(=O)(=O)O,-4.46,train
N=C(N)NC(=O)Nc1ccc(Cl)c(Cl)c1,2.39,test
N=C(N)NC(=O)Nc1ccc([N+](=O)[O-])c(Cl)c1,1.79,train
N=C(N)NC(=O)Nc1cccc([N+](=O)[O-])c1,1.28,validation
N=C(N)NC(=O)c1nc(Cl)c(NCc2ccccn2)nc1N,-0.56,train
N=C(N)NC(=O)c1nc(Cl)c(NCc2ccncc2)nc1N,-0.51,validation
N=C(N)NC(CS)C(=O)O,-3.57,train
N=C(N)NC(N)=O,-1.22,test
N=C(N)NC(N)=S,-1.84,train
N=C(N)NC(O)=Nc1ccc([N+](=O)[O-])c(Cl)c1,1.79,train
N=C(N)NC1C(O)C(O)C(O)C(NC(=N)N)C1O,-4.71,train
N=C(N)NCC(=O)O,-3.93,train
N=C(N)NCCCC(N)C(=O)O,-4.2,validation
N=C(N)NCCCC(NC(=O)COCC(c1ccccc1)c1ccccc1)C(=O)O,0.18,validation
N=C(N)NCCCCCC(=O)O,0.06,test
N=C(N)NCCCCCCCCC(=O)NC(CCCN)C(O)CCCCCCCCNC(=N)N,1.56,train
N=C(N)NCCCCCCCCCCCCCCCCCCNC(=N)N,5.19,train
N=C(N)NCCCCCCCCCCCCCCCCNC(=N)N,4.21,train
N=C(N)NCCCCCCCCCCCCCCNC(=N)N,3.22,train
N=C(N)NCCCCCCCCCCCCNC(=N)N,2.24,test
N=C(N)NCCCCCCCCCCNC(=N)N,1.26,train
N=C(N)NCCCCCCCCNC(=N)N,0.28,validation
N=C(N)NCCCCCCCCNCCCCCCCCNC(=N)N,2.71,train
N=C(N)NCCCCCCNC(=N)N,-0.7,validation
N=C(N)NCCCCCNC(=N)N,-1.19,test
N=C(N)NCCCCN,-1.16,train
N=C(N)NCCCCNC(=N)N,-1.69,train
N=C(N)NCCCCc1ccccc1,1.59,train
N=C(N)NCCCNC(=O)C1CCCCN1C(=O)C(CC1CCCCC1)NCC(=O)O,-0.1,train
N=C(N)NCCCSS(=O)(=O)O,-2.0,train
N=C(N)NCCN1CCCCCCC1,0.88,train
N=C(N)NCCS(=O)(=O)O,-3.89,train
N=C(N)NCc1ccccc1,0.54,train
N=C(N)NN=C(CC=Cc1ccc([N+](=O)[O-])o1)Cc1ccc([N+](=O)[O-])o1,2.91,validation
N=C(N)NN=C(c1ccc(F)cc1)c1ccc(C(F)(F)F)cc1,3.95,train
N=C(N)NN=C(c1ccccc1)c1cccs1,1.96,validation
N=C(N)NN=C1C=CC(=NNC(N)=O)C=C1,1.56,train
N=C(N)NN=C1C=CC(=NNC(N)=S)C=C1,1.23,train
N=C(N)NN=Cc1ccc(Br)cc1,1.3,validation
N=C(N)NN=Cc1ccc(Cl)c([N+](=O)[O-])c1,0.53,validation
N=C(N)NN=Cc1ccc(Cl)cc1,0.96,train
N=C(N)NN=Cc1ccc([N+](=O)[O-])cc1,0.87,train
N=C(N)NN=Cc1cccc([N+](=O)[O-])c1,0.01,train
N=C(N)NN=Cc1cccs1,0.98,train
N=C(N)NN=O,-1.04,train
N=C(N)NNCCCNCCCCNCCCNNC(=N)N,-2.46,train
N=C(N)NNCCOc1c(Cl)cccc1Cl,1.49,test
N=C(N)NOCCC(N)C(=O)O,-4.26,train
N=C(N)NS(=O)(=O)c1ccc(N)cc1,-1.22,test
N=C(N)Nc1cc(Cl)nc(-c2ccccc2)n1,2.16,train
N=C(N)Nc1ccc(C(=O)Oc2ccc(Cl)cc2)cc1,0.7,validation
N=C(N)Nc1ccc(C(=O)Oc2ccc([N+](=O)[O-])cc2)cc1,0.5,train
N=C(N)Nc1ccc(C(=O)Oc2ccccc2)cc1,-0.21,train
N=C(N)Nc1ccc(CCc2cc(C(=O)O)ccc2OCCOc2ccc(C(=O)O)cc2CCc2ccc(NC(=N)N)cc2)cc1,6.34,test
N=C(N)Nc1ccc(Cc2ccc(NC(=N)N)cc2)cc1,1.29,train
N=C(N)Nc1ccc(Cl)c(Cl)c1,-0.31,train
N=C(N)Nc1cccc2c(NC(=N)N)cccc12,0.45,train
N=C(N)Nc1ccccc1,0.63,train
N=C(N)Nc1nc(-c2ccc(N)cc2)cs1,1.08,train
N=C(N)Nc1nc2ccccc2s1,0.81,train
N=C(N)OCCSCC(=NN)C(CSCCOC(=N)N)=NN,-1.92,train
N=C(N)SC1CN(ON2CCOC(SC(=N)N)C2)CCO1,-2.86,train
N=C(N)SCC#CCSC(=N)N,0.39,test
N=C(N)SCC(=O)c1ccccc1,1.07,train
N=C(N)SCC(N)c1ccccc1,0.89,validation
N=C(N)SCC=CCSC(=N)N,0.89,validation
N=C(N)SCCC(CCSC(=N)N)NNO,-0.43,train
N=C(N)SCCC1NC(=O)C(CCSC(=N)N)NC1=O,-2.21,train
N=C(N)SCCCC(=O)O,0.47,train
N=C(N)SCCCC(N)OC=O,-0.3,test
N=C(N)SCCCCCCCCCCCCCCSC(=N)N,6.02,train
N=C(N)SCCCCCCCCCCCSC(=N)N,4.54,train
N=C(N)SCCCCCCCCCCSC(=N)N,4.05,train
N=C(N)SCCCCCCSC(=N)N,2.09,train
N=C(N)SCCCCCN,0.73,validation
N=C(N)SCCCCCSC(=N)N,1.6,validation
N=C(N)SCCCCN,0.24,train
N=C(N)SCCCCSC(=N)N,1.11,test
N=C(N)SCCCN,-0.26,test
N=C(N)SCCCN1C(=O)c2ccccc2C1=O,1.89,train
N=C(N)SCCCO,-0.25,validation
N=C(N)SCCCSC(=N)N,0.62,train
N=C(N)SCCCSCCSC(=N)N,1.19,validation
N=C(N)SCCF,0.73,train
N=C(N)SCCN(Cc1ccccc1)Cc1ccccc1,3.35,train
N=C(N)SCCN1CCCC1,0.8,train
N=C(N)SCCO,-0.74,train
N=C(N)SCCOCCSC(=N)N,-0.15,train
N=C(N)SCCOc1ccccc1,1.97,validation
N=C(N)SCCSC(=N)N,0.12,train
N=C(N)SCc1c(CSC(=N)N)c(CSC(=N)N)c(CSC(=N)N)c(CSC(=N)N)c1CSC(=N)N,1.68,train
N=C(N)SCc1ccc(CSC(=N)N)cc1,1.89,train
N=C(N)SCc1ccc(Cl)c(Cl)c1,1.28,train
N=C(N)SCc1ccc(Oc2ccc(CSC(=N)N)cc2)cc1,3.94,validation
N=C(N)SCc1ccc(S(=O)(=O)c2ccc(CSC(=N)N)cc2)cc1,2.5,validation
N=C(N)SCc1ccc([N+](=O)[O-])cc1,1.76,train
N=C(N)SCc1ccccc1,1.94,train
N=C(N)SCc1csc(N)n1,0.77,train
N=C(N)SNC(=O)c1ccccc1C(N)=O,-1.8,train
N=C(N)Sc1cc(O)ccc1O,0.64,validation
N=C(N)c1cc2c(-c3ccccc3)cccc2s1,1.27,train
N=C(N)c1cc2c(C=Cc3ccc4c(c3)OCO4)cccc2s1,2.2,train
N=C(N)c1cc2c(I)cccc2s1,0.74,train
N=C(N)c1cc2c(OCc3ccccc3)cccc2s1,1.16,test
N=C(N)c1ccc(C(=O)N2CCN(S(=O)(=O)c3ccc4cc(Br)ccc4c3)CC2)cc1,0.36,train
N=C(N)c1ccc(C=Cc2ccc(C(=N)N)cc2)cc1,2.04,train
N=C(N)c1ccc(C=Cc2ccc(C(=N)N)cc2O)cc1,1.56,train
N=C(N)c1ccc(Cc2ccc(C(=N)N)cc2)cc1,1.53,test
N=C(N)c1ccc(N=NNc2ccc(C(=N)N)cc2)cc1,1.5,test
N=C(N)c1ccc(Nc2ccc(C(=N)N)cc2)cc1,0.8,train
N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,2.79,train
N=C(N)c1ccc(OCCCOc2ccc(C(=N)N)cc2)cc1,1.81,train
N=C(N)c1ccc(Oc2ccc(C(=N)N)cc2)cc1,1.56,train
N=C(N)c1ccc2ccc(C(=N)N)cc2c1,0.68,train
N=C(N)c1ccc2nc(-c3ccccn3)[nH]c2c1,-0.53,train
N=C(N)c1ccc2nc(Cc3nc4ccccc4[nH]3)[nH]c2c1,1.27,train
N=C(N)c1cccc(NC(=O)Nc2cccc(C(=N)N)c2)c1,0.48,train
N=C(N)c1cccc(OCCCOc2ccc([N+](=O)[O-])cc2)c1,0.82,train
N=C(N)c1cccc(OCCCOc2cccc([N+](=O)[O-])c2)c1,0.99,validation
N=C(N)c1cccc([N+](=O)[O-])c1,0.72,test
N=C(N)c1ccccc1,0.65,train
N=C(N)c1ccco1,0.12,train
N=C(N=NC(=N)NCl)NCl,-0.47,train
N=C(NC(=N)N1CCN(C(=N)NC(=N)Nc2ccc(Cl)cc2)CC1)Nc1ccc(Cl)cc1,3.2,train
N=C(NC(N)=O)NS(=O)(=O)c1ccc(N)cc1,-0.66,train
N=C(NC1OC(CO)C(O)C(O)C1O)SCCN,-1.93,validation
N=C(NCC(O)c1cccnc1)NCC(O)c1cccnc1,-1.35,test
N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,0.08,train
N=C(NCCCCCCNC(=N)NC(=NOC(=O)C(O)C(O)C(O)C(O)CO)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,-0.33,train
N=C(NCCN)Sc1cccc2ccccc12,2.27,train
N=C(NCc1ccc(Cl)cc1)SCCCc1c[nH]cn1,1.13,train
N=C(NCc1ccccc1)N[N+](=O)[O-],0.45,validation
N=C(NN)NS(=O)(=O)c1ccc(N)cc1,-1.43,train
N=C(NN)N[N+](=O)[O-],-2.08,test
N=C(NN)c1ncnc2[nH]cnc12,-2.42,train
N=C(NN=Cc1ccc(Cl)cc1)NN=Cc1ccc(Cl)cc1,3.75,train
N=C(NNC(=O)c1ccncc1)NC(=O)S,-0.9,train
N=C(NO)C(=N)NO,-6.61,train
N=C(NOS(=O)(=O)ONC(=N)NC(N)=O)NC(N)=O,0.41,train
N=C(Nc1cccc(Cl)c1)SCCN,2.16,train
N=C(Nc1ccccc1)N(c1ccccc1)c1ccccc1,5.11,train
N=C(Nc1ccccn1)Nc1ccccn1,0.52,train
N=C(O)C1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,4.44,validation
N=C(O)CCCCc1cccnc1,0.4,train
N=C(O)CCCc1cccnc1,-0.08,train
N=C(O)CCCc1ccncc1,-0.09,train
N=C(O)CCCn1nnc2ccccc21,0.37,test
N=C(O)CCn1nnc2ccccc21,0.27,train
N=C(O)CI,-0.19,test
N=C(O)COc1ccccc1,0.76,train
N=C(O)Cc1ccc(C(=O)O)cc1,0.3,train
N=C(O)N=S(=O)(O)Cc1ccccc1,0.24,train
N=C(O)N=S(O)(O)=Cc1ccccc1,0.24,train
N=C(O)NCCCn1nc(-c2ccccc2)ccc1=O,0.69,train
N=C(O)NS(=O)(=O)Cc1ccccc1,0.24,train
N=C(O)NS(=O)(O)=Cc1ccccc1,0.24,train
N=C(O)Nc1cccc(F)c1,1.29,test
N=C(O)OC1C(OC(N)=O)c2ccccc2C2CCCCC21,2.17,train
N=C(O)OC1c2ccccc2C2CCCCC2C1OC(=N)O,2.17,test
N=C(O)OC1c2ccccc2C2CCCCC2C1OC(N)=O,2.17,test
N=C(O)c1[nH]cnc1N=NN(CCO)Cc1ccccc1,0.99,train
N=C(O)c1cc(-c2ccccc2)n[nH]c1=NCCN1CCOCC1,1.86,train
N=C(O)c1cc(-c2ccccc2)nnc1NCCN1CCOCC1,1.86,test
N=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,0.83,train
N=C(O)c1ccc[nH]c1=N,0.88,test
N=C(O)c1cccc(-c2c[nH]c(SCCc3c[nH]cn3)n2)c1,1.61,train
N=C(O)c1cccc(-c2c[nH]c(SCCc3cnc[nH]3)n2)c1,1.61,train
N=C(O)c1cccc(-c2cnc(SCCc3c[nH]cn3)[nH]2)c1,1.61,train
N=C(O)c1cccc(-c2cnc(SCCc3cnc[nH]3)[nH]2)c1,1.61,test
N=C(O)c1cccc(O)c1,0.39,validation
N=C(O)c1cccc(S(=N)(=O)O)c1,-0.84,train
N=C(O)c1cccc(S(N)(=O)=O)c1,-0.84,train
N=C(O)c1ccccc1C(=N)O,-1.73,train
N=C(O)c1ccccc1C(N)=O,-1.73,train
N=C(O)c1ccccn1,0.68,train
N=C(O)c1cccnc1N,0.88,train
N=C(O)c1cccnn1,-0.73,validation
N=C(O)c1nc[nH]c1N=NN(CCO)Cc1ccccc1,0.99,train
N=C(S)N(c1ccccc1)c1ccccc1,4.26,train
N=C(S)Nc1ccccc1,0.71,test
N=C(S)c1ccncc1,1.78,train
N=C(c1ccccc1)c1ccccc1,2.63,train
N=C1C(=O)NC(=O)NC1=NO,-5.28,train
N=C1C(c2ccccc2)=C(O)[N]c2cc(Cl)ccc21,2.95,train
N=C1C=C(Br)C(=O)c2c(N)cc(Br)c(O)c21,2.62,train
N=C1C=C(NCl)C(=O)c2ccccc21,2.35,train
N=C1C=C(O)c2ccccc2C1=O,1.77,test
N=C1C=CC(=Nc2ccccc2)C=C1,0.05,train
N=C1CC(=O)c2ccccc2C1=O,1.77,train
N=C1CCCCC(=N)N1,-3.06,test
N=C1CCCCN1,-1.18,train
N=C1N=S(=O)(O)c2ccc(Cl)cc2N1,0.91,train
N=C1N=c2cc(Cl)ccc2=S(=O)(O)N1,0.91,train
N=C1N=c2cc(Cl)ccc2=S(O)(O)=N1,0.91,train
N=C1NC(=O)C(c2ccccc2)O1,0.54,train
N=C1NC(=O)CS1,-0.43,test
N=C1NC(=O)c2ccccc21,0.13,train
N=C1NC(O)C2C3OC4(O)OC(C(O)C2(N1)C4O)C3(O)CO,-6.21,train
N=C1NCC(CN2CCN(c3ccccc3)CC2)O1,0.85,train
N=C1NCCS1,0.59,validation
N=C1Nc2cc(Cl)ccc2S(=O)(=O)N1,0.91,train
N=C1Nc2cccc3cccc(c23)N1,2.31,train
N=C1[C](c2ccccc2)C(=O)Nc2cc(Cl)ccc21,2.95,train
N=C1c2ccc(Cl)cc2N=C(O)C1c1ccccc1,2.95,train
N=C1c2ccc(Cl)cc2NC(=O)C1c1ccccc1,2.95,train
N=C=C1C=NC(=O)N=C1O,-0.93,train
N=C=C1C=NC(=O)NC1=O,-0.93,train
N=C=C1C=NC(O)=NC1=O,-0.93,train
N=C=C=C(O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,-0.22,test
N=C=C=Cc1ccccc1,1.96,validation
N=C=CC(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,-0.22,train
N=C=CC(O)=NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,-0.22,train
N=C=CCCCCC=C=N,0.59,validation
N=C=CCOC1Cc2c(O)cc(O)cc2OC1c1ccc(O)c(O)c1,0.96,train
N=C=CCc1ccccc1,1.72,train
N=C=CNc1ccccc1C(=O)O,1.8,train
N=C=Cc1ccc(O)c2ncccc12,1.81,train
N=CC=Nc1ccccc1C(=O)O,1.8,train
N=NC(N)N=C(c1ccc(Cl)cc1)c1ccc(C(F)(F)F)cc1,4.14,validation
N=NC(O)c1cccc(N)c1,-0.86,train
N=NC(O)c1ccccc1,0.19,train
N=Nc1cc(Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O,0.76,train
N=Nc1cc(S(N)(=O)=O)cc(S(N)(=O)=O)c1Cl,0.76,train
N=S(=O)(O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,3.92,train
N=S(=O)(O)c1cc2c(cc1Br)N=CN=S2(=O)O,0.0,train
N=S(=O)(O)c1cc2c(cc1Br)N=CNS2(=O)=O,0.0,validation
N=S(=O)(O)c1cc2c(cc1Br)NC=NS2(=O)=O,0.0,train
N=S(=O)(O)c1cc2c(cc1Cl)=NC(=C(Cl)Cl)N[SH]=2(O)O,0.62,validation
N=S(=O)(O)c1cc2c(cc1Cl)=NC(=CCl)N[SH]=2(O)O,0.11,train
N=S(=O)(O)c1cc2c(cc1Cl)=NC(=Cc1ccccc1)N[SH]=2(O)O,0.93,train
N=S(=O)(O)c1cc2c(cc1Cl)=NC(C(Cl)Cl)=N[SH]=2(O)O,0.62,test
N=S(=O)(O)c1cc2c(cc1Cl)=NC(C(Cl)Cl)N=S=2(O)O,0.62,train
N=S(=O)(O)c1cc2c(cc1Cl)=NC(C(Cl)Cl)NS=2(=O)O,0.62,train
N=S(=O)(O)c1cc2c(cc1Cl)=NC(CCl)=N[SH]=2(O)O,0.11,train
N=S(=O)(O)c1cc2c(cc1Cl)=NC(CCl)N=S=2(O)O,0.11,validation
N=S(=O)(O)c1cc2c(cc1Cl)=NC(CCl)NS=2(=O)O,0.11,validation
N=S(=O)(O)c1cc2c(cc1Cl)=NC(Cc1ccccc1)=N[SH]=2(O)O,0.93,validation
N=S(=O)(O)c1cc2c(cc1Cl)=NC(Cc1ccccc1)N=S=2(O)O,0.93,test
N=S(=O)(O)c1cc2c(cc1Cl)=NC(Cc1ccccc1)NS=2(=O)O,0.93,train
N=S(=O)(O)c1cc2c(cc1Cl)N=C(C(Cl)Cl)N=[SH]2(O)O,0.62,validation
N=S(=O)(O)c1cc2c(cc1Cl)N=C(C(Cl)Cl)N[SH]2(=O)O,0.62,validation
N=S(=O)(O)c1cc2c(cc1Cl)N=C(CCl)N=[SH]2(O)O,0.11,train
N=S(=O)(O)c1cc2c(cc1Cl)N=C(CCl)N[SH]2(=O)O,0.11,train
N=S(=O)(O)c1cc2c(cc1Cl)N=C(Cc1ccccc1)N=[SH]2(O)O,0.93,train
N=S(=O)(O)c1cc2c(cc1Cl)N=C(Cc1ccccc1)N[SH]2(=O)O,0.93,train
N=S(=O)(O)c1cc2c(cc1Cl)NC(=C(Cl)Cl)N=[SH]2(O)O,0.62,validation
N=S(=O)(O)c1cc2c(cc1Cl)NC(=C(Cl)Cl)N[SH]2(=O)O,0.62,train
N=S(=O)(O)c1cc2c(cc1Cl)NC(=CCl)N=[SH]2(O)O,0.11,train
N=S(=O)(O)c1cc2c(cc1Cl)NC(=CCl)N[SH]2(=O)O,0.11,train
N=S(=O)(O)c1cc2c(cc1Cl)NC(=Cc1ccccc1)N=[SH]2(O)O,0.93,train
N=S(=O)(O)c1cc2c(cc1Cl)NC(=Cc1ccccc1)N[SH]2(=O)O,0.93,test
N=S(=O)(O)c1cc2c(cc1Cl)NC(C(Cl)Cl)=N[SH]2(=O)O,0.62,train
N=S(=O)(O)c1cc2c(cc1Cl)NC(C(Cl)Cl)N=S2(=O)O,0.62,train
N=S(=O)(O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,0.62,train
N=S(=O)(O)c1cc2c(cc1Cl)NC(CCl)=N[SH]2(=O)O,0.11,train
N=S(=O)(O)c1cc2c(cc1Cl)NC(CCl)N=S2(=O)O,0.11,train
N=S(=O)(O)c1cc2c(cc1Cl)NC(CCl)NS2(=O)=O,0.11,train
N=S(=O)(O)c1cc2c(cc1Cl)NC(Cc1ccccc1)=N[SH]2(=O)O,0.93,train
N=S(=O)(O)c1cc2c(cc1Cl)NC(Cc1ccccc1)N=S2(=O)O,0.93,train
N=S(=O)(O)c1cc2c(cc1Cl)NC(Cc1ccccc1)NS2(=O)=O,0.93,train
N=S(=O)(O)c1cc2c(s1)=C(O)C=CS=2(=O)O,-0.2,validation
N=S(=O)(O)c1cc2c(s1)=C(O)CCS=2O,-1.01,train
N=S(=O)(O)c1cc2c(s1)=S(=O)(O)C=CC=2O,-0.04,train
N=S(=O)(O)c1cc2c(s1)C(=O)C=C[SH]2(=O)O,-0.2,train
N=S(=O)(O)c1cc2c(s1)C(=O)CC=S2(=O)O,-0.2,train
N=S(=O)(O)c1cc2c(s1)C(=O)CCS2(=O)=O,-0.2,train
N=S(=O)(O)c1cc2c(s1)C(=O)CC[SH]2O,-1.01,train
N=S(=O)(O)c1cc2c(s1)C(O)=CC=S2(=O)O,-0.2,validation
N=S(=O)(O)c1cc2c(s1)C(O)=CCS2(=O)=O,-0.2,train
N=S(=O)(O)c1cc2c(s1)C(O)=CC[SH]2O,-1.01,test
N=S(=O)(O)c1cc2c(s1)C(O)C=CS2(=O)=O,-0.2,test
N=S(=O)(O)c1cc2c(s1)C(O)C=C[SH]2O,-1.01,validation
N=S(=O)(O)c1cc2c(s1)C(O)CC=S2O,-1.01,validation
N=S(=O)(O)c1cc2c(s1)C(O)CCS2=O,-1.01,train
N=S(=O)(O)c1cc2c(s1)S(=O)(=O)C=CC2O,-0.04,train
N=S(=O)(O)c1cc2c(s1)S(=O)(=O)CC=C2O,-0.04,train
N=S(=O)(O)c1cc2c(s1)S(=O)(=O)CCC2=O,-0.04,train
N=S(=O)(O)c1cc2c(s1)S(=O)(O)=CC=C2O,-0.04,train
N=S(=O)(O)c1cc2c(s1)S(=O)(O)=CCC2=O,-0.04,train
N=S(=O)(O)c1cc2c(s1)[SH](=O)(O)C=CC2=O,-0.04,train
N=S(=O)(O)c1ccc(-c2ccccc2)cc1,2.24,train
N=S(=O)(O)c1ccc(Cn2cnc3ccccc32)cc1,1.04,test
N=S(=O)(O)c1ccc(S(=O)(=O)CCCCO)s1,-0.34,validation
N=S(=O)(O)c1ccc(S(=O)(=O)CCCO)c(F)c1,-0.41,train
